
11565
11565
T1110 PH0.79 LV0.00 AV0.00 CU-144.00 FA0 FB0 PS483
T1114 PH0.79 LV0.00 AV0.00 CU-132.00 FA0 FB0 PS480
T1118 PH0.79 LV0.00 AV0.00 CU-109.00 FA0 FB0 PS475
T1123 PH0.79 LV0.00 AV0.00 CU-127.00 FA0 FB0 PS477
T1127 PH0.79 LV0.00 AV0.00 CU-115.00 FA0 FB0 PS484
T1131 PH0.79 LV0.00 AV0.00 CU-156.00 FA0 FB0 PS484
T1136 PH0.79 LV0.00 AV0.00 CU-144.00 FA0 FB0 PS477
T1140 PH0.79 LV0.00 AV0.00 CU-132.00 FA0 FB0 PS476
T1144 PH0.79 LV0.00 AV0.00 CU-121.00 FA0 FB0 PS479
T1149 PH0.79 LV0.00 AV0.00 CU-115.00 FA0 FB0 PS483
T1154 PH0.79 LV0.00 AV0.00 CU-121.00 FA0 FB0 PS482
T1158 PH0.79 LV0.00 AV0.00 CU-156.00 FA0 FB0 PS477
T1163 PH0.79 LV0.00 AV0.00 CU-144.00 FA0 FB0 PS477
T1167 PH0.79 LV0.00 AV0.00 CU-132.00 FA0 FB0 PS482
T1171 PH0.79 LV0.00 AV0.00 CU-121.00 FA0 FB0 PS481
T1176 PH0.79 LV0.00 AV0.00 CU-121.00 FA0 FB0 PS477
T1180 PH0.79 LV0.00 AV0.00 CU-115.00 FA0 FB0 PS477
T1184 PH0.79 LV0.00 AV0.00 CU-156.00 FA0 FB0 PS481
T1189 PH0.79 LV0.00 AV0.00 CU-144.00 FA0 FB0 PS483
T1193 PH0.79 LV0.00 AV0.00 CU-132.00 FA0 FB0 PS481
T1198 PH0.79 LV0.00 AV0.00 CU-115.00 FA0 FB0 PS475
T1203 PH0.79 LV0.00 AV0.00 CU-121.00 FA0 FB0 PS477
T1207 PH0.79 LV0.00 AV0.00 CU-121.00 FA0 FB0 PS483
T1211 PH0.79 LV0.00 AV0.00 CU-156.00 FA0 FB0 PS484
T1215 PH0.79 LV0.00 AV0.00 CU-150.00 FA0 FB0 PS477
T1220 PH0.79 LV0.00 AV0.00 CU-138.00 FA0 FB0 PS475
T1224 PH0.79 LV0.00 AV0.00 CU-121.00 FA0 FB0 PS478
T1228 PH0.79 LV0.00 AV0.00 CU-115.00 FA0 FB0 PS483
T1233 PH0.79 LV0.00 AV0.00 CU-115.00 FA0 FB0 PS482
T1238 PH0.79 LV0.00 AV0.00 CU-156.00 FA0 FB0 PS477
T1242 PH0.79 LV0.00 AV0.00 CU-144.00 FA0 FB0 PS477
T1247 PH0.79 LV0.00 AV0.00 CU-138.00 FA0 FB0 PS482
T1251 PH0.79 LV0.00 AV0.00 CU-109.00 FA0 FB0 PS481
T1255 PH0.79 LV0.00 AV0.00 CU-121.00 FA0 FB0 PS478
T1260 PH0.79 LV0.00 AV0.00 CU-121.00 FA0 FB0 PS477
T1264 PH0.79 LV0.00 AV0.00 CU-144.00 FA0 FB0 PS480
T1268 PH0.79 LV0.00 AV0.00 CU-144.00 FA0 FB0 PS483
T1273 PH0.79 LV0.00 AV0.00 CU-138.00 FA0 FB0 PS481
T1277 PH0.79 LV0.00 AV0.00 CU-121.00 FA0 FB0 PS475
T1282 PH0.79 LV0.00 AV0.00 CU-121.00 FA0 FB0 PS477
T1287 PH0.79 LV0.00 AV0.00 CU-115.00 FA0 FB0 PS483
T1291 PH0.79 LV0.00 AV0.00 CU-168.00 FA0 FB0 PS484
T1295 PH0.79 LV0.00 AV0.00 CU-144.00 FA0 FB0 PS478
T1299 PH0.79 LV0.00 AV0.00 CU-138.00 FA0 FB0 PS475
T1304 PH0.79 LV0.00 AV0.00 CU-121.00 FA0 FB0 PS478
T1308 PH0.79 LV0.00 AV0.00 CU-115.00 FA0 FB0 PS484
T1312 PH1.18 LV0.00 AV0.00 CU-115.00 FA0 FB0 PS482
T1317 PH1.18 LV0.00 AV0.00 CU-185.00 FA0 FB0 PS477
T1321 PH1.18 LV0.00 AV0.00 CU-162.00 FA0 FB0 PS476
T1326 PH1.18 LV0.00 AV0.00 CU-144.00 FA0 FB0 PS479
T1331 PH1.18 LV0.00 AV0.00 CU-121.00 FA0 FB0 PS480
T1335 PH1.18 LV0.00 AV0.00 CU-127.00 FA0 FB0 PS478
T1339 PH1.18 LV0.00 AV0.00 CU-115.00 FA0 FB0 PS475
T1344 PH1.18 LV0.00 AV0.00 CU-179.00 FA0 FB0 PS478
T1348 PH1.18 LV0.00 AV0.00 CU-156.00 FA0 FB0 PS482
T1352 PH1.18 LV0.00 AV0.00 CU-150.00 FA0 FB0 PS480
T1357 PH1.18 LV0.00 AV0.00 CU-121.00 FA0 FB0 PS474
T1361 PH1.18 LV0.00 AV0.00 CU-121.00 FA0 FB0 PS476
T1366 PH1.18 LV0.00 AV0.00 CU-121.00 FA0 FB0 PS481
T1371 PH1.18 LV0.00 AV0.00 CU-185.00 FA0 FB0 PS483
T1375 PH1.18 LV0.00 AV0.00 CU-156.00 FA0 FB0 PS478
T1379 PH1.18 LV0.00 AV0.00 CU-150.00 FA0 FB0 PS473
T1383 PH1.18 LV0.00 AV0.00 CU-121.00 FA0 FB0 PS475
T1388 PH1.18 LV0.00 AV0.00 CU-121.00 FA0 FB0 PS482
T1392 PH1.18 LV0.00 AV0.00 CU-127.00 FA0 FB0 PS482
T1396 PH1.18 LV0.00 AV0.00 CU-185.00 FA0 FB0 PS477
T1401 PH1.18 LV0.00 AV0.00 CU-156.00 FA0 FB0 PS475
T1405 PH1.18 LV0.00 AV0.00 CU-150.00 FA0 FB0 PS479
T1410 PH1.18 LV0.00 AV0.00 CU-127.00 FA0 FB0 PS480
T1415 PH1.18 LV0.00 AV0.00 CU-121.00 FA0 FB0 PS478
T1419 PH1.18 LV0.00 AV0.00 CU-121.00 FA0 FB0 PS475
T1423 PH1.18 LV0.00 AV0.00 CU-179.00 FA0 FB0 PS478
T1428 PH1.18 LV0.00 AV0.00 CU-156.00 FA0 FB0 PS482
T1432 PH1.18 LV0.00 AV0.00 CU-144.00 FA0 FB0 PS480
T1436 PH1.18 LV0.00 AV0.00 CU-115.00 FA0 FB0 PS474
T1441 PH1.18 LV0.00 AV0.00 CU-121.00 FA0 FB0 PS475
T1445 PH1.18 LV0.00 AV0.00 CU-121.00 FA0 FB0 PS480
T1449 PH1.18 LV0.00 AV0.00 CU-185.00 FA0 FB0 PS483
T1455 PH1.18 LV0.00 AV0.00 CU-150.00 FA0 FB0 PS479
T1459 PH1.18 LV0.00 AV0.00 CU-150.00 FA0 FB0 PS473
T1463 PH1.18 LV0.00 AV0.00 CU-121.00 FA0 FB0 PS475
T1467 PH1.18 LV0.00 AV0.00 CU-127.00 FA0 FB0 PS482
T1472 PH1.18 LV0.00 AV0.00 CU-115.00 FA0 FB0 PS482
T1476 PH1.18 LV0.00 AV0.00 CU-185.00 FA0 FB0 PS477
T1480 PH1.18 LV0.00 AV0.00 CU-156.00 FA0 FB0 PS475
T1485 PH1.18 LV0.00 AV0.00 CU-150.00 FA0 FB0 PS478
T1489 PH1.18 LV0.00 AV0.00 CU-121.00 FA0 FB0 PS480
T1494 PH1.18 LV0.00 AV0.00 CU-127.00 FA0 FB0 PS479
T1499 PH1.18 LV0.00 AV0.00 CU-115.00 FA0 FB0 PS475
